ER25001,ER25002,ER25003,ER25004,ER27442,ER27451,ER27708,ER28037,ER36001,ER36002,ER36003,ER36004,ER40614,ER40622,ER41027,ER42001,ER42002,ER42003,ER42004,ER46592,ER46600,ER46935,ER47301,ER47302,ER47303,ER47304,ER51953,ER51961,ER52046,ER52343,ER53001,ER53002,ER53003,ER53004,ER57709,ER57730,ER58152,ER60001,ER60002,ER60003,ER60004,ER64869,ER64910,ER65349,ER66001,ER66002,ER66003,ER66004,ER70941,ER71042,ER71064,ER71426,ER72001,ER72002,ER72003,ER72004,ER76960,ER77064,ER77086,ER77448,ER78001,ER78002,ER78003,ER78004,ER81188,ER81340,ER81422,ER81775
7,677,4,6,99,0,0,86500,8,2668,4,6,99,0,91500,6,126,4,6,99,0,88250,6,964,4,6,99,0,0,93250,4,1865,4,6,99,0,100450,2,2839,4,6,99,0,104336,3,1371,4,6,99,0,0,93050,1,1611,4,6,1,0,0,63250,2,5083,4,6,1,0,0,80360
,,,,,,,,8,4149,2,4,1,0,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1669,4,6,0,0,0,25450,1,2897,4,6,2,0,0,33119,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8497,4,6,2,0,0,33600
7,517,4,6,8,0,0,9336,8,1389,4,6,8,0,3057,6,614,4,6,8,0,7776,6,4161,4,6,8,0,0,8220,4,851,4,6,8,0,0,2,237,4,6,8,0,0,3,6042,4,6,8,0,0,0,1,8951,4,6,11,0,0,0,2,6906,4,6,11,60,98,0
,,,,,,,,,,,,,,,,,,,,,,6,2398,27,32,8,0,2,2300,4,7087,27,32,8,0,18000,2,684,27,32,8,0,19000,3,7511,27,32,8,0,1,3000,,,,,,,,,,,,,,,,
,,,,,,,,8,7254,4,6,8,0,20052,6,6161,4,6,8,0,21334,6,2211,4,6,8,374,6,18118,4,1163,4,6,8,0,15447,2,4663,4,6,8,0,24368,3,5223,4,6,8,0,80,28220,1,8879,4,6,15,0,10,25229,2,2271,4,6,15,0,2,52943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8782,4,6,3,0,0,7010
7,1063,4,6,1,0,2,78800,8,3618,4,6,1,800,88300,6,8053,4,6,1,8000,117000,6,8403,4,6,1,250,1,72122,,,,,,,,2,6761,4,6,1,0,103600,3,9035,4,6,1,0,1,104050,,,,,,,,,2,8600,4,6,99,0,0,91880
7,418,27,32,8,1000,4,21200,8,390,27,32,8,0,38160,6,7380,27,32,8,40,36168,6,2387,27,32,8,200,2,37528,,,,,,,,2,7093,27,32,8,3000,41312,3,7548,27,32,8,2000,1,56400,1,8942,27,32,11,0,1,42000,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,4483,10,13,99,0,1,15422,4,8959,4,6,99,0,38200,2,8487,4,6,99,0,1850,3,6436,4,6,99,5000,2,39450,1,8354,4,6,99,0,0,8600,,,,,,,,
7,3563,4,6,8,0,2,47840,8,1156,4,6,8,0,60000,6,5975,4,6,8,0,71000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1850,32,37,8,0,2,43000,8,1894,32,37,8,0,37500,6,6533,32,37,8,0,50265,6,471,32,37,8,0,2,45750,4,5453,32,37,8,0,47200,2,3464,32,37,8,0,69010,3,5969,32,37,8,0,1,64010,1,4578,32,37,6,0,1,69000,2,1978,32,37,6,0,2,76300
7,2514,4,6,1,0,0,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,4,6,0,0,1,14904,8,4828,4,6,0,240,21192,6,5943,4,6,0,150,16980,6,633,4,6,0,0,0,15070,4,6557,4,6,0,0,18696,2,825,4,6,0,0,19440,3,4188,4,6,0,0,0,19728,,,,,,,,,,,,,,,,
7,2265,27,32,8,0,0,49832,8,535,27,32,8,0,92500,6,616,27,32,8,0,84000,6,595,27,32,8,0,0,67903,4,5149,27,32,8,0,69366,2,545,27,32,8,0,96200,3,5520,27,32,8,0,0,88000,1,5180,27,32,1,0,0,100500,2,2334,27,32,1,0,0,93016
7,1457,4,6,8,250,5,266000,8,375,4,6,8,0,240300,6,445,4,6,8,0,130128,6,308,4,6,8,0,0,109200,4,6835,4,6,8,0,124600,2,324,4,6,8,0,147000,3,3992,4,6,8,0,4,125400,1,5937,4,6,6,0,2,71000,2,5311,4,6,6,0,1,56160
7,394,4,6,0,0,0,30226,8,1479,4,6,0,0,62534,6,661,4,6,0,0,26034,6,402,4,6,0,0,0,33510,4,4153,4,6,0,0,49855,2,1827,4,6,0,0,45000,3,4364,4,6,0,0,0,53850,1,5345,4,6,1,0,0,54909,2,2571,4,6,1,0,0,28944
7,1057,4,6,8,240,2,62024,8,293,4,6,8,0,73000,6,3155,4,6,8,500,83234,6,365,4,6,8,900,1,95214,4,3172,4,6,8,2000,85032,2,30,4,6,8,875,79080,3,3818,4,6,8,1200,24,56760,1,5638,4,6,1,500,30,41160,2,5849,4,6,1,1000,24,60900
7,4535,4,6,8,999998,2,72190,8,911,4,6,8,999998,70998,6,6942,4,6,8,0,69000,6,8680,4,6,8,25,1,107008,4,7941,4,6,8,0,82000,2,7314,4,6,8,0,73100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,395,37,42,8,0,2,118000,4,5977,37,42,8,0,95700,2,879,37,42,8,0,92250,3,4401,37,42,8,0,2,157700,1,4822,37,42,10,0,1,216300,2,2245,37,42,10,0,0,184100
7,7237,4,6,8,300,2,60000,8,7743,4,6,8,100,46502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9570,4,6,8,0,0,158500,1,9518,4,6,6,0,0,125000,2,7113,4,6,6,0,0,81200
7,6012,27,32,8,0,0,91000,8,1497,27,32,8,0,246500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6638,42,48,8,0,3,17140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5861,27,32,99,0,0,32759,1,6041,27,32,14,0,0,25692,2,4989,27,32,14,0,0,15612
,,,,,,,,8,1047,42,48,99,0,18214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5223,4,6,8,0,206500,,,,,,,,,,,,,,,,,2,8300,27,32,1,0,0,97000
7,1321,37,42,0,0,2,53000,8,940,37,42,0,0,81500,6,3582,37,42,0,0,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5937,27,32,1,125,0,45200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8610,4,6,1,0,20,111872,1,8839,4,6,14,0,4,29600,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7190,42,48,8,0,149759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5647,4,6,8,0,0,284300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,7955,27,32,8,0,125700,6,5016,27,32,8,0,105100,6,2916,27,32,8,0,3,103876,4,7557,4,6,8,0,106460,2,4651,4,6,8,0,90100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,448,27,32,99,0,68716,6,4938,42,48,99,0,21880,6,1459,42,48,99,0,0,29556,4,6183,4,6,99,0,28246,2,1431,27,32,99,0,24904,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,3769,27,32,1,0,181500,6,974,27,32,1,0,3,211000,4,7500,27,32,1,1000,248500,2,3368,27,32,1,500,229540,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,7651,42,48,1,0,90000,6,2272,42,48,1,0,0,100000,,,,,,,,2,1099,42,48,1,0,123000,3,7631,42,48,1,0,0,145100,1,6392,42,48,4,0,0,217100,2,6851,42,48,4,0,0,145150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3859,4,6,4,0,1,81000
7,16,4,6,8,300,1,22694,8,1138,4,6,8,300,23520,6,1344,4,6,8,50,24517,6,148,4,6,8,120,0,25280,4,217,4,6,8,120,26150,2,5464,4,6,8,300,31660,3,8110,4,6,8,80,0,30444,,,,,,,,,,,,,,,,
7,465,4,6,0,0,0,15628,8,998,4,6,0,0,2500,6,6422,4,6,0,0,20000,6,79,4,6,0,0,0,7750,4,18,4,6,0,0,22200,2,451,4,6,0,0,11509,3,3774,4,6,0,0,0,16020,1,5748,4,6,13,0,0,8916,,,,,,,,
,,,,,,,,8,7587,43,49,8,0,39776,6,938,43,49,8,0,74712,6,7909,4,6,8,0,0,42000,4,496,43,49,8,0,18702,2,267,4,6,8,0,13766,3,5514,4,6,8,0,2,15330,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8710,4,6,0,0,28840,,,,,,,,,1,9381,4,6,14,0,0,33300,2,1783,4,6,14,0,0,53848
,,,,,,,,,,,,,,,,,,,,,,6,6023,4,6,8,0,0,33393,4,2554,4,6,8,0,13555,2,3264,4,6,8,0,24816,,,,,,,,,1,6714,4,6,1,0,0,39962,2,1380,4,6,1,0,0,19164
7,7317,4,6,99,0,0,17676,8,1732,4,6,99,0,35580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,7648,4,6,8,0,46865,,,,,,,,,4,2425,4,6,98,0,47700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4863,4,6,0,0,0,54022,,,,,,,,,,,,,,,,
7,1221,9,12,8,720,2,7680,8,2725,9,12,8,1680,8400,6,915,9,12,8,0,9600,6,102,9,12,8,0,10,10164,4,198,9,12,8,0,850,2,140,9,12,8,0,10560,,,,,,,,,,,,,,,,,,,,,,,,
7,4407,9,12,8,2000,3,17973,8,2585,9,12,8,5000,24300,6,907,9,12,8,6000,26000,6,1751,9,12,8,6000,2,43000,4,1231,9,12,8,5000,43050,2,669,9,12,8,3000,35003,3,470,9,12,8,3000,2,38897,1,4247,9,12,15,4000,2,40000,2,5557,9,12,15,3000,3,41602
7,3548,9,12,8,0,10,85000,8,3648,9,12,8,100,81000,6,7439,9,12,8,300,42330,6,498,9,12,8,400,3,7500,4,358,9,12,8,0,29779,2,3559,9,12,8,0,50000,3,868,9,12,8,0,1,82832,1,4039,9,12,15,0,0,62500,2,9173,9,12,15,0,1,45000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6762,10,13,14,0,2,111100
7,3752,9,12,8,0,1,43800,8,2831,9,12,8,0,49400,6,962,9,12,8,0,47360,6,841,9,12,8,0,1,43000,4,759,9,12,8,200,52000,2,5337,9,12,8,0,79500,3,40,9,12,8,0,3,96960,1,3989,9,12,6,0,3,111000,2,6532,9,12,6,0,1,103000
,,,,,,,,8,5288,9,12,8,50,70200,,,,,,,,6,5984,9,12,0,0,0,127400,,,,,,,,2,2434,9,12,8,0,91502,3,392,9,12,8,10000,1,96848,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1415,9,12,8,0,131202,2,1342,9,12,8,0,79800,3,283,9,12,8,1300,2,160900,1,4137,9,12,1,0,1,88000,,,,,,,,
7,4413,4,6,0,0,2,85127,8,159,4,6,0,7000,95100,6,1898,4,6,0,5000,107000,6,5944,4,6,0,8000,2,115100,4,1169,4,6,0,7500,92078,2,481,4,6,0,6000,90350,3,1963,4,6,0,5200,1,85470,1,8235,4,6,1,3000,2,53800,2,4180,4,6,1,3000,1,43442
7,1475,4,6,8,3800,2,85050,8,5307,4,6,8,1500,87034,6,6022,4,6,8,500,97030,6,7499,4,6,8,2000,2,96015,4,1255,4,6,8,250,104022,2,8988,4,6,8,2000,101005,3,1885,4,6,8,1500,2,103003,,,,,,,,,,,,,,,,
7,7626,4,6,0,0,2,63000,8,3198,4,6,0,0,85000,6,7163,4,6,0,0,40000,6,7992,4,6,0,0,2,65000,4,8607,4,6,0,0,53500,2,2836,4,6,0,0,72000,3,1100,4,6,0,0,0,77900,1,6758,4,6,2,100,1,110000,2,4787,4,6,2,0,0,111150
7,276,32,37,8,999998,3,6598,8,229,32,37,8,45,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5987,4,6,8,0,0,16752,8,4438,4,6,8,0,19680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6291,15,20,8,700,1,66200,8,575,15,20,8,800,74250,6,1290,15,20,8,250,81444,6,5508,15,20,8,150,5,89593,4,7354,15,20,8,0,99842,2,7211,15,20,8,100,68590,3,3586,15,20,8,75,0,68872,1,2517,15,20,13,125,0,67800,2,1656,15,20,13,125,0,70914
7,716,24,29,8,10000,2,67400,8,3989,24,29,8,8000,84700,6,4884,24,29,8,10000,87250,6,5347,24,29,8,9000,2,91300,4,2990,24,29,8,10000,-17800,2,1778,24,29,8,15000,84950,3,1914,24,29,8,8000,2,-71170,1,1123,24,29,6,15000,2,88800,2,709,24,29,6,3000,3,94800
7,614,24,29,8,700,3,20988,8,1387,24,29,8,1900,64440,6,1951,24,29,8,1800,120261,6,1257,24,29,8,1500,2,10938,4,2389,24,29,8,1000,74471,2,63,24,29,8,500,140870,3,2698,24,29,8,3500,1,108844,1,5097,24,29,6,16000,1,107038,2,2951,24,29,6,999999,1,131031
7,1400,14,19,8,3365,1,29000,8,959,24,29,8,170,41750,6,4258,24,29,8,700,31618,6,2201,24,29,8,300,1,25000,4,4992,24,29,8,1,41085,2,95,24,29,8,600,47567,3,2741,24,29,8,3000,1,45260,1,4644,24,29,13,2000,1,29600,2,4484,24,29,13,1500,1,29600
7,1269,24,29,8,0,3,42650,8,1214,24,29,8,0,60279,6,2941,24,29,8,0,94800,6,863,24,29,8,0,1,98225,4,4968,24,29,8,0,112600,2,5050,24,29,8,0,124387,3,3059,24,29,8,0,5,133796,,,,,,,,,2,3506,24,29,99,2000,1,206710
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8252,4,6,2,0,0,15050,2,3910,15,20,2,0,0,15000
7,581,15,20,99,0,1,301600,8,1428,15,20,99,0,600000,6,2818,15,20,99,0,55000,6,1106,15,20,99,0,2,60100,4,4208,15,20,99,0,155000,2,1518,15,20,99,0,250100,3,2687,15,20,99,0,2,370500,1,4749,24,29,15,0,0,899000,2,3992,15,20,15,0,1,560100
7,2564,24,29,8,0,1,43100,8,1985,24,29,8,0,25460,6,3200,24,29,8,300,34200,,,,,,,,,,,,,,,,,,,,,,,3,3578,4,6,8,0,1,76300,1,7520,4,6,13,0,0,68093,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,847,24,29,8,0,1,48000,,,,,,,,2,8478,4,6,8,4000,60300,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7393,24,29,14,0,0,100020
7,514,14,19,1,25,3,20569,8,714,14,19,1,0,39534,6,388,14,19,1,100,37252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,436,14,19,1,100,0,33800,4,12,14,19,1,600,11900,2,43,14,19,1,0,26879,3,3880,14,19,1,605,1,26876,1,5804,14,19,4,510,1,28276,2,5379,14,19,4,500,40,26400
7,6570,14,19,8,0,2,90000,8,3552,14,19,8,0,97000,6,7343,14,19,8,250,88000,6,7432,14,19,8,250,0,89000,4,4976,14,19,8,100,86100,2,6205,14,19,8,100,126100,3,6831,14,19,8,0,0,132100,1,9193,14,19,9,0,0,117100,2,5933,14,19,9,104,0,146000
,,,,,,,,8,5236,14,19,1,0,400,6,6479,14,19,1,0,6400,6,374,14,19,1,0,0,6000,4,998,14,19,1,0,8724,2,471,14,19,1,0,8916,3,3902,14,19,1,0,0,8400,1,5965,14,19,9,0,0,9492,2,3559,14,19,9,0,0,9768
7,4515,1,1,1,800,1,102740,8,2217,1,1,1,0,97325,6,6080,14,19,1,0,102000,6,22,14,19,1,100,6,83374,4,234,14,19,1,200,97050,2,2380,14,19,1,0,100000,3,4503,14,19,1,0,10,112192,1,7694,14,19,4,200,2,173520,2,2917,14,19,4,200,12,91320
7,7097,48,55,1,200,2,34000,8,7660,13,18,1,0,20911,6,717,1,1,1,0,40000,6,679,0,0,1,0,0,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9008,14,19,1,0,0,35000
7,6479,14,19,0,0,1,36000,8,2846,14,19,0,0,27000,6,7610,14,19,0,0,37180,6,7457,14,19,0,250,1,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6203,14,19,8,0,2,12618,8,786,14,19,8,0,6840,6,6213,14,19,8,0,27421,,,,,,,,,4,1306,14,19,8,0,11400,2,1148,14,19,8,0,12745,3,3886,14,19,8,0,0,11844,1,6801,14,19,9,0,10,0,2,8899,14,19,9,0,99,0
7,7332,14,19,0,0,0,24530,8,802,14,19,0,0,5809,6,8370,14,19,0,0,26750,6,7882,14,19,0,0,0,47700,4,8836,14,19,0,0,103815,2,7466,14,19,0,0,63700,3,8258,14,19,0,0,1,127490,1,8299,14,19,1,0,0,163750,2,4729,14,19,1,0,0,199400
,,,,,,,,8,3462,14,19,0,0,3500,6,6236,14,19,0,0,29300,6,7750,14,19,0,0,1,32133,4,2896,14,19,0,0,32000,2,8954,14,19,8,0,45000,3,8096,14,19,8,0,1,70400,1,9515,14,19,9,0,6,69600,2,7023,14,19,9,0,0,51400
,,,,,,,,,,,,,,,6,8647,14,19,0,0,10000,6,7075,14,19,0,0,0,15194,4,7726,14,19,0,0,38000,2,8356,14,19,0,0,46000,3,8600,14,19,0,0,0,60000,1,9043,14,19,1,0,0,55000,2,2625,14,19,1,0,0,105000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2106,12,17,8,0,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7826,37,42,8,100,1,110000,8,2199,37,42,8,0,124600,6,1105,37,42,8,800,115000,6,290,37,42,8,0,4,131800,4,3380,37,42,8,0,124000,2,7541,37,42,8,0,164800,3,8029,37,42,8,0,0,154010,1,8277,37,42,6,0,2,202000,2,2604,37,42,6,0,1,293200
7,7660,14,19,0,0,0,106900,8,732,14,19,0,0,94060,6,8287,15,20,0,500,144600,6,3559,15,20,0,0,0,74525,4,6418,15,20,0,500,88050,,,,,,,,3,8259,15,20,0,250,0,178000,,,,,,,,,,,,,,,,
7,6601,14,19,1,0,0,32300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4536,14,19,8,1300,1,68050,8,1340,14,19,8,3500,70820,6,14,14,19,8,3500,59000,6,5453,14,19,8,4300,2,47014,4,4973,14,19,8,4630,96000,2,2673,14,19,8,3500,68080,3,8073,14,19,8,4300,1,52016,1,6018,14,19,27,2500,3,55600,2,3314,14,19,27,5000,1,87000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8445,10,13,99,0,36000,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,3738,13,18,10,0,4200,6,708,13,18,10,0,0,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4889,14,19,8,0,65075,2,5797,14,19,8,0,131500,3,8293,14,19,8,0,0,81250,1,7823,14,19,1,0,0,75521,2,2406,14,19,1,0,0,116000
,,,,,,,,,,,,,,,,,,,,,,6,62,14,19,8,0,1,27220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6248,12,17,0,0,32500,3,9260,12,17,0,0,0,47100,,,,,,,,,,,,,,,,
7,663,34,39,0,0,0,7008,8,197,34,39,0,0,7284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1163,34,39,97,0,0,1500,8,294,34,39,97,0,46800,6,861,34,39,97,0,89199,6,129,34,39,97,0,0,57232,4,5300,34,39,97,0,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,1248,34,39,8,1200,4,39012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1597,34,39,8,0,3,6828,8,722,34,39,8,0,7236,6,1812,34,39,8,0,7608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,8010,34,39,8,1200,30189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5592,34,39,8,0,6,52000,8,1426,34,39,8,0,57000,6,2004,34,39,8,0,59000,6,7922,34,39,8,0,6,35000,4,8432,34,39,8,0,70500,,,,,,,,3,8517,34,39,8,0,30,36000,1,9037,34,39,6,0,20,53144,2,6527,34,39,6,0,1,16749
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7712,34,39,6,0,25,10549,2,5265,34,39,6,0,0,12000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7333,34,39,6,10000,2,9730
7,917,16,21,0,0,1,2648,8,602,16,21,0,0,500,6,453,34,39,0,0,1390,6,1969,34,39,0,0,2,7200,4,3948,34,39,0,0,8540,2,6409,34,39,0,0,8652,,,,,,,,,1,8269,34,39,6,0,40,23816,2,6407,34,39,6,0,2,8680
7,3566,34,39,8,0,1,51000,8,460,34,39,8,0,64000,6,2444,34,39,8,150,74300,6,2106,34,39,8,0,0,91000,4,5837,34,39,8,0,116381,2,8194,34,39,8,0,137000,3,4197,34,39,8,0,0,116200,1,5209,34,39,6,1200,0,186000,2,5334,34,39,6,1,0,186000
7,1965,34,39,8,3000,3,45760,8,212,34,39,8,0,50400,6,1545,34,39,8,0,59012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5789,34,39,8,0,2,22000,8,220,16,21,8,2500,66040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1578,34,39,8,0,0,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4204,34,39,14,0,0,67000
7,4997,34,39,8,0,0,21000,8,488,34,39,8,0,21000,,,,,,,,,,,,,,,,,,,,,,,2,3513,34,39,8,0,8000,3,3834,34,39,8,0,0,11000,1,4624,34,39,11,0,0,14400,2,5149,34,39,11,0,0,23000
7,1114,16,21,8,0,3,12864,8,308,16,21,8,0,20844,6,337,16,21,8,800,22512,6,561,16,21,8,0,2,23632,4,650,16,21,8,0,25332,2,4698,16,21,8,600,23608,3,3858,16,21,8,104,2,25606,1,7036,16,21,15,200,1,33262,2,5869,16,21,15,0,1,18996
7,7474,34,39,99,800,2,48000,8,8300,34,39,99,1200,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,812,34,39,0,0,0,46316,4,7294,34,39,0,0,38000,2,8228,34,39,0,0,40240,3,7180,34,39,0,0,0,39700,1,8092,34,39,1,0,0,65000,2,4353,34,39,1,0,0,59071
7,1462,34,39,8,4300,3,42036,8,422,34,39,8,4000,44520,6,1072,34,39,8,7000,56050,6,1236,34,39,8,9600,2,48028,4,6605,34,39,8,9000,55385,2,7036,34,39,8,7000,58020,3,4383,34,39,8,9615,1,67602,,,,,,,,,2,4706,16,21,99,12000,3,208004
,,,,,,,,8,888,34,39,0,0,29440,6,1200,34,39,0,0,22000,6,1864,34,39,0,0,0,22300,4,4278,34,39,0,0,45200,2,2759,34,39,0,0,38200,3,6731,34,39,0,0,0,48150,1,4543,34,39,14,0,0,37000,,,,,,,,
,,,,,,,,,,,,,,,6,985,16,21,8,1000,48500,6,983,16,21,8,500,2,88600,4,5572,16,21,8,0,82903,2,6606,16,21,8,2000,120000,3,8301,16,21,8,5200,3,77000,1,8533,16,21,6,7000,3,109416,2,5192,16,21,6,5000,3,76440
,,,,,,,,,,,,,,,6,1323,34,39,8,0,29700,6,1899,34,39,8,0,0,23000,4,3578,34,39,8,0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,1189,34,39,8,0,1,43100,4,8138,34,39,8,100,45832,2,2512,34,39,8,0,40768,3,8454,34,39,8,0,1,76772,1,7321,34,39,15,400,1,73392,2,3986,34,39,15,0,0,74624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6863,47,54,8,0,62380,2,3679,47,54,8,0,79300,3,4456,34,39,8,2500,1,56200,1,8013,34,39,6,6000,3,59500,2,4076,34,39,6,0,3,41980
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4212,34,39,8,320,2,20760,,,,,,,,,,,,,,,,
7,4773,41,47,8,0,0,10000,8,12,41,47,8,0,6000,6,47,41,47,8,200,61192,6,1285,41,47,8,0,2,21599,4,1830,41,47,8,0,46000,2,5645,41,47,8,0,31000,3,4811,41,47,8,100,1,130050,,,,,,,,,2,3245,41,47,6,0,1,30000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4511,41,47,8,0,21429,2,523,41,47,8,300,27000,,,,,,,,,1,2189,41,47,6,500,20,65000,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8283,41,47,8,0,1,30000,1,1941,41,47,6,0,2,37180,,,,,,,,
7,3398,41,47,0,150,1,37000,8,7,41,47,0,0,38000,6,44,41,47,0,0,49925,6,3348,41,47,0,0,0,51400,4,1762,41,47,0,200,58437,2,5589,41,47,0,200,62000,3,5238,41,47,0,300,0,74000,1,2342,41,47,6,200,2,68000,2,4081,41,47,6,0,0,71000
7,3253,41,47,8,0,4,40670,8,751,41,47,8,0,58032,6,40,41,47,8,0,61320,6,2720,41,47,8,0,0,59322,4,2753,41,47,8,0,59652,2,51,41,47,8,0,34828,,,,,,,,,1,2232,41,47,6,0,0,51820,2,6323,41,47,6,0,0,45468
7,4943,41,47,8,100,1,60000,8,5584,41,47,8,0,67010,,,,,,,,6,3584,41,47,8,500,1,43939,4,4255,41,47,8,0,49974,2,7213,41,47,8,100,39319,3,7953,41,47,8,300,1,42900,1,1659,41,47,6,0,1,60150,2,8893,41,47,6,720,3,48838
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7404,41,47,8,0,25700,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1989,41,47,6,500,2,100000,,,,,,,,
